timestamps,TP9,AF7,AF8,TP10,marker
1664560765.579,59.570,-42.969,-44.434,0.488,0
1664560765.583,25.879,-41.504,-49.805,-29.785,0
1664560765.587,-96.191,-38.574,-40.527,-88.867,0
1664560765.588,-101.562,-41.016,-42.480,-86.426,0
1664560765.592,32.227,-45.410,-48.340,-16.113,0
1664560765.596,66.406,-34.180,-38.086,4.395,0
1664560765.600,-60.547,-28.320,-24.414,-62.012,0
1664560765.604,-113.281,-33.203,-27.832,-88.379,0
1664560765.608,3.418,-36.621,-35.645,-20.508,0
1664560765.612,80.078,-41.016,-36.133,18.555,0
1664560765.615,-28.320,-32.715,-24.414,-38.086,0
1664560765.619,-122.070,-34.180,-33.203,-91.797,0
1664560765.623,-41.016,-45.898,-44.922,-52.734,0
1664560765.627,96.191,-37.598,-31.738,26.367,0
1664560765.631,19.043,-31.250,-33.691,-18.555,0
1664560765.633,-110.352,-38.574,-39.551,-91.309,0
1664560765.637,-71.289,-42.480,-41.016,-67.383,0
1664560765.641,71.289,-38.086,-39.062,16.602,0
1664560765.645,50.293,-40.527,-38.086,5.859,0
1664560765.649,-83.984,-40.039,-40.527,-67.383,0
1664560765.653,-92.285,-37.598,-40.527,-72.266,0
1664560765.657,46.387,-40.527,-42.480,2.441,0
1664560765.660,81.055,-44.922,-46.387,26.367,0
1664560765.664,-73.730,-50.293,-56.152,-71.777,0
1664560765.668,-133.789,-37.598,-51.270,-107.422,0
1664560765.672,-6.348,-33.691,-47.363,-25.391,0
1664560765.676,88.379,-38.574,-44.434,25.879,0
1664560765.678,-27.832,-41.504,-46.875,-42.480,0
1664560765.682,-130.859,-44.922,-50.293,-102.539,0
1664560765.686,-47.363,-42.480,-45.410,-50.293,0
1664560765.690,77.148,-49.316,-50.293,18.555,0
1664560765.694,11.719,-52.734,-52.734,-16.113,0
1664560765.698,-109.375,-43.457,-51.270,-84.473,0
1664560765.702,-74.707,-34.180,-39.551,-54.199,0
1664560765.705,57.617,-41.504,-41.016,25.879,0
1664560765.709,38.574,-53.711,-53.711,-4.883,0
1664560765.713,-87.891,-42.969,-47.852,-79.102,0
1664560765.717,-122.070,-36.621,-51.270,-95.215,0
1664560765.721,8.789,-37.109,-56.152,-24.414,0
1664560765.724,71.777,-37.598,-52.734,6.836,0
1664560765.728,-43.457,-31.738,-40.527,-57.617,0
1664560765.732,-116.699,-33.203,-42.969,-95.215,0
1664560765.736,-23.438,-46.875,-57.129,-46.875,0
1664560765.740,79.590,-47.852,-59.570,6.348,0
1664560765.744,-13.184,-40.527,-48.828,-41.016,0
1664560765.748,-124.512,-45.898,-45.410,-96.680,0
1664560765.751,-79.102,-59.082,-61.035,-78.125,0
1664560765.755,54.688,-55.664,-62.012,-11.719,0
1664560765.759,21.484,-47.363,-46.875,-20.996,0
1664560765.763,-93.750,-46.387,-43.457,-73.242,0
1664560765.767,-78.125,-45.898,-52.246,-66.895,0
1664560765.769,55.664,-37.109,-58.594,-4.395,0
