timestamps,TP9,AF7,AF8,TP10,marker
1664554123.814,-375.000,-56.641,-53.711,-211.914,0
1664554123.818,-470.703,-51.270,-65.430,-277.832,0
1664554123.822,-545.410,-43.945,-62.500,-237.793,0
1664554123.826,-545.898,-43.945,-53.223,-157.227,0
1664554123.830,-500.488,-44.922,-55.664,-152.832,0
1664554123.834,-471.680,-41.016,-61.523,-203.125,0
1664554123.837,-409.668,-36.621,-59.570,-187.012,0
1664554123.841,-306.152,-52.734,-45.410,-80.566,0
1664554123.845,-285.156,-60.059,-69.336,-84.473,0
1664554123.849,-305.176,-49.316,-86.426,-152.344,0
1664554123.853,-284.668,-48.828,-61.035,-141.602,0
1664554123.855,-216.797,-56.641,-61.523,-66.895,0
1664554123.859,-191.895,-51.758,-79.102,-41.992,0
1664554123.863,-200.195,-45.410,-75.195,-71.289,0
1664554123.867,-220.215,-54.199,-64.453,-96.680,0
1664554123.871,-167.480,-58.105,-58.105,-18.066,0
1664554123.875,-121.582,-53.223,-59.082,48.828,0
1664554123.879,-121.582,-47.852,-60.547,19.531,0
1664554123.882,-133.789,-55.176,-42.969,-3.418,0
1664554123.886,-125.000,-63.965,-48.828,43.945,0
1664554123.890,-99.609,-46.387,-80.566,74.707,0
1664554123.894,-62.988,-33.691,-63.477,91.797,0
1664554123.898,-75.195,-41.016,-53.223,57.129,0
1664554123.900,-81.543,-45.410,-65.918,56.641,0
1664554123.904,-23.438,-40.527,-73.730,125.000,0
1664554123.908,10.254,-37.598,-70.801,150.879,0
1664554123.912,0.977,-38.086,-63.477,118.164,0
1664554123.916,-13.672,-37.598,-62.988,94.238,0
1664554123.920,37.109,-41.016,-60.547,167.480,0
1664554123.924,67.871,-44.922,-56.152,203.125,0
1664554123.927,65.918,-48.340,-44.922,188.965,0
1664554123.931,13.672,-40.039,-62.012,126.953,0
1664554123.935,29.785,-28.809,-73.730,152.832,0
1664554123.939,85.449,-31.738,-60.059,230.469,0
1664554123.943,85.938,-35.645,-59.570,203.613,0
1664554123.945,41.504,-33.203,-63.965,127.930,0
1664554123.949,46.875,-26.367,-63.965,155.762,0
1664554123.953,84.473,-31.250,-51.270,234.375,0
1664554123.957,66.895,-39.551,-61.523,226.074,0
